quarter,state,population
1995-03-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.01
1995-06-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.12
1995-09-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.14
1995-12-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.26
1996-03-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.25
1996-06-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.22
1996-09-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.21
1996-12-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.16
1997-03-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.17
1997-06-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.09
1997-09-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.03
1997-12-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,0.98
1998-03-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1
1998-06-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1
1998-09-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.03
1998-12-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.06
1999-03-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.07
1999-06-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.1
1999-09-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.12
1999-12-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.14
2000-03-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.15
2000-06-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.15
2000-09-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.16
2000-12-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.17
2001-03-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.26
2001-06-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.29
2001-09-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.27
2001-12-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.28
2002-03-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.19
2002-06-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.14
2002-09-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.14
2002-12-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.13
2003-03-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.15
2003-06-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.16
2003-09-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.15
2003-12-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.13
2004-03-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.11
2004-06-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.07
2004-09-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.09
2004-12-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.1
2005-03-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.17
2005-06-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.22
2005-09-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.28
2005-12-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.32
2006-03-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.35
2006-06-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.36
2006-09-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.47
2006-12-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.56
2007-03-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.69
2007-06-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.84
2007-09-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.86
2007-12-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.88
2008-03-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.96
2008-06-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,2.02
2008-09-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,2.11
2008-12-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,2.19
2009-03-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,2.14
2009-06-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,2.08
2009-09-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.98
2009-12-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.82
2010-03-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.68
2010-06-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.57
2010-09-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.45
2010-12-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.4
2011-03-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.39
2011-06-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.4
2011-09-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.49
2011-12-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.58
2012-03-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.67
2012-06-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.76
2012-09-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.79
2012-12-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.8
2013-03-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.78
2013-06-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.74
2013-09-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.69
2013-12-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.61
2014-03-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.58
2014-06-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.5
2014-09-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.48
2014-12-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.47
2015-03-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.45
2015-06-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.45
2015-09-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.45
2015-12-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.46
2016-03-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.51
2016-06-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.57
2016-09-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.65
2016-12-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.67
2017-03-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.69
2017-06-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.66
2017-09-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.62
2017-12-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.53
2018-03-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.51
2018-06-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.51
2018-09-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.53
2018-12-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.56
2019-03-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.54
2019-06-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.49
2019-09-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.48
2019-12-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.49
2020-03-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.44
2020-06-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.24
2020-09-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,0.77
2020-12-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,0.43
2021-03-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,0.1
2021-06-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,0.14
2021-09-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,0.28
2021-12-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,0.56
2022-03-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.01
2022-06-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.3
2022-09-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.81
2022-12-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,2.12
2023-03-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,2.32
2023-06-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,2.46
2023-09-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,2.53
2023-12-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,2.41
2024-03-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,2.26
2024-06-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,2.01
2024-09-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.78
2024-12-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.65
