quarter,state,price_index
Unit,Residential Property Price Index ;  Sydney ;,Index Numbers
2006-09-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Adelaide ;,5.4
2006-12-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Adelaide ;,5.7
2007-03-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Adelaide ;,6.9
2007-06-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Adelaide ;,11.6
2007-09-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Adelaide ;,17.8
2007-12-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Adelaide ;,21.4
2008-03-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Adelaide ;,22.9
2008-06-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Adelaide ;,14.5
2008-09-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Adelaide ;,8.3
2008-12-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Adelaide ;,1.8
2009-03-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Adelaide ;,-1.8
2009-06-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Adelaide ;,2.1
2009-09-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Adelaide ;,3.3
2009-12-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Adelaide ;,8
2010-03-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Adelaide ;,10.3
2010-06-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Adelaide ;,9.3
2010-09-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Adelaide ;,6.9
2010-12-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Adelaide ;,3.7
2011-03-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Adelaide ;,0.5
2011-06-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Adelaide ;,-3.5
2011-09-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Adelaide ;,-3.4
2011-12-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Adelaide ;,-3.9
2012-03-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Adelaide ;,-3.9
2012-06-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Adelaide ;,-1.4
2012-09-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Adelaide ;,-1.2
2012-12-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Adelaide ;,-0.5
2013-03-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Adelaide ;,0.5
2013-06-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Adelaide ;,1.3
2013-09-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Adelaide ;,2.1
2013-12-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Adelaide ;,4.2
2014-03-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Adelaide ;,5.6
2014-06-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Adelaide ;,4.7
2014-09-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Adelaide ;,4.7
2014-12-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Adelaide ;,2.8
2015-03-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Adelaide ;,2.5
2015-06-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Adelaide ;,2.7
2015-09-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Adelaide ;,3.5
2015-12-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Adelaide ;,3.3
2016-03-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Adelaide ;,3.1
2016-06-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Adelaide ;,3.5
2016-09-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Adelaide ;,3.2
2016-12-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Adelaide ;,4.1
2017-03-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Adelaide ;,5
2017-06-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Adelaide ;,5
2017-09-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Adelaide ;,4.8
2017-12-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Adelaide ;,3.6
2018-03-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Adelaide ;,2.6
2018-06-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Adelaide ;,2.1
2018-09-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Adelaide ;,2
2018-12-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Adelaide ;,1.5
2019-03-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Adelaide ;,0.8
2019-06-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Adelaide ;,-0.1
2019-09-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Adelaide ;,-1
2019-12-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Adelaide ;,0.3
2020-03-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Adelaide ;,0.9
2020-06-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Adelaide ;,0.7
2020-09-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Adelaide ;,2.6
2020-12-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Adelaide ;,3.8
2021-03-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Adelaide ;,7.5
2021-06-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Adelaide ;,14.2
2021-09-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Adelaide ;,19
2021-12-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Adelaide ;,23.9
Unit,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Perth ;,Percent
Series Type,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Perth ;,Original
Data Type,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Perth ;,PERCENT
Frequency,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Perth ;,Quarter
Collection Month,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Perth ;,3
Series Start,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Perth ;,2003-09-01 00:00:00
Series End,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Perth ;,2021-12-01 00:00:00
No. Obs,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Perth ;,74
Series ID,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Perth ;,A83728425X
2004-09-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Perth ;,13.3
2004-12-01 00:00:00,Residential Property Price Index percentage change from corresponding quarter of previous year ;  Perth ;,12.8
